category,tag_id,label_nl,label_en,elite_gated,relevance_scope,relevance_clusters_high,relevance_clusters_low,relevance_countries_high,exclude_countries,notes
beverages,beverage-whisky-scotch,Whisky — Schots (Scotch),Whisky — Scotch,yes,country_specific,,,GB|JP|US,,"AMB-gated. Single malt regions: Speyside, Islay, Highland, Lowland, Campbeltown. Macallan/Ardbeg/Lagavulin. JP appreciation strong."
beverages,beverage-whisky-japanese,Whisky — Japans,Whisky — Japanese,yes,country_specific,,,JP,,"AMB-gated. Yamazaki, Hibiki, Hakushu. Modern global-acclaim post-2003."
beverages,beverage-whisky-bourbon,Whisky — Bourbon (US),Whisky — Bourbon,no,country_specific,,,US|CA,,"American Kentucky-bourbon: Buffalo Trace, Pappy Van Winkle. Tennessee whiskey (Jack Daniel's). Rye-revival."
beverages,beverage-cognac-armagnac,Cognac & Armagnac,Cognac & Armagnac,yes,country_specific,,,FR,,"AMB-gated. FR-protected: Cognac (Grande Champagne, Petite Champagne), Armagnac (Gers). Houses: Hennessy, Rémy Martin, Hine."
beverages,beverage-calvados,Calvados (Normandische apple),Calvados (Norman Apple),no,country_specific,,,FR,,Norman apple/pear eau-de-vie. Calvados Pays d'Auge premium. Pommeau de Normandie.
beverages,beverage-gin,Gin,Gin,no,cluster_dependent,E2_ANGLOSPHERE_OLD_MONEY|E1_NW_EUROPE_ARISTOCRATIC,,GB|NL|BE|ES|DE,,"British juniper-tradition (Beefeater, Tanqueray) + Dutch genever-origin + Spanish gin-tonic culture (highest per-capita)."
beverages,beverage-tequila-mezcal,Tequila & Mezcal,Tequila & Mezcal,no,country_specific,,,MX|US,,"Mexican blue agave: Tequila (Jalisco DO), Mezcal (Oaxaca tradition, smokier). UHNW premium-aged."
beverages,beverage-rum,Rum,Rum,no,cluster_dependent,E11_CARIBBEAN_ANGLO|E10_LATIN_AMERICA_CRIOLLO,,JM|CU|DO|TT|MQ|BB|MX|VE,,"Caribbean cane spirits: Jamaican (Appleton), Cuban (Havana Club), Dominican, Martinican rhum agricole. Premium aged."
beverages,beverage-sake,Sake,Sake,no,country_specific,,,JP,,"Japanese rice wine: junmai, ginjo, daiginjo. Toji master-brewers. Niigata-Kyoto-Hyogo regions."
beverages,beverage-pastis-ouzo-raki-arak,Pastis / Ouzo / Raki / Arak,Pastis / Ouzo / Raki / Arak,no,cluster_dependent,E4_MEDITERRANEAN_ARISTOCRATIC|E6_LEVANT_MAGHREB,,FR|GR|TR|LB|SY,,"Anise-flavored Mediterranean: FR pastis (Ricard/51), GR ouzo, TR rakı, Levantine arak. Mezze tradition pairing."
beverages,beverage-eaux-de-vie,Eaux-de-vie / Distillaten,Eaux-de-vie / Fruit Spirits,no,cluster_dependent,E1_NW_EUROPE_ARISTOCRATIC,,FR|IT|CH|AT|DE,,"Clear fruit-spirits: Kirsch (CH/FR), Mirabelle/Quetsche (FR/DE), Grappa (IT), Williams pear (CH)."
beverages,beverage-coffee-culture-italian,Koffie — Italiaanse espresso,Italian Espresso Culture,no,country_specific,,,IT|FR,,Espresso/macchiato/cappuccino tradition. Standing-bar culture. Lavazza/Illy/Caffè Florian.
beverages,beverage-coffee-specialty-third-wave,Koffie — Specialty / Third-wave,Specialty / Third-wave Coffee,no,cluster_dependent,E2_ANGLOSPHERE_OLD_MONEY|E1_NW_EUROPE_ARISTOCRATIC|E3_NORDIC_MONARCHIES,,US|GB|AU|NO|SE|DK|NL|BE,,"Single-origin, pour-over, micro-roastery culture. Blue Bottle, Stumptown, Tim Wendelboe."
beverages,beverage-coffee-arabic-gahwa,Koffie — Arabische Gahwa (kardemom),Arabic Gahwa (Cardamom),no,cluster_dependent,E5_GULF_ROYAL|E6_LEVANT_MAGHREB,,SA|AE|QA|KW|BH|OM|YE|JO|LB|SY,,"**Gulf hospitality centerpiece** — cardamom-infused light-roast coffee, dallah pot, finjan cups. UNESCO ICH. Bedouin hosting tradition. (Gap uit Iter 5 nu gedicht.)"
beverages,beverage-cocktail-culture,Cocktailcultuur (modern),Cocktail Culture (modern),no,universal,,,,,Modern craft-cocktail movement. Universal — speakeasy revival cities.
beverages,beverage-cocktail-classics,Cocktail — Klassiekers,Cocktail Classics (Pre-Prohibition),yes,cluster_dependent,E2_ANGLOSPHERE_OLD_MONEY|E1_NW_EUROPE_ARISTOCRATIC,,US|GB|FR|IT|CU,,"AMB-gated. Pre-Prohibition + golden-age cocktails: Manhattan, Sazerac, Negroni, Old Fashioned, Daiquiri (Cuban-origin)."
foods,food-cheese-culture,Kaascultuur,Cheese Culture,no,cluster_dependent,E1_NW_EUROPE_ARISTOCRATIC|E4_MEDITERRANEAN_ARISTOCRATIC,,FR|IT|CH|NL|BE|GB|ES,,"AOP/DOP cheese tradition. FR (Roquefort, Camembert, Comté), CH (Gruyère, Emmental), IT (Parmigiano, Pecorino), NL (Gouda artisanal)."
foods,food-chocolate-culture,Chocoladecultuur,Chocolate Culture,no,country_specific,,,BE|CH|FR|IT|ES,,"**BE world-leader** in chocolade-craft (Pierre Marcolini, Neuhaus, Godiva, Mary). CH (Lindt, Sprüngli, Teuscher). FR (Bonnat, Pralus). Italian Modica."
foods,food-charcuterie,Charcuterie (gedroogde vleeswaren),Charcuterie,no,cluster_dependent,E1_NW_EUROPE_ARISTOCRATIC|E4_MEDITERRANEAN_ARISTOCRATIC,,FR|IT|ES|DE|AT|CH|HU,,"Cured-meat tradition consumer-side. IT (prosciutto Parma/San Daniele, culatello), ES (jamón Ibérico/Serrano), FR (saucisson, jambon de Bayonne)."
foods,food-caviar-sturgeon,Caviar & Sturgeon,Caviar & Sturgeon,yes,country_specific,,,RU|IR|FR|US|GB,,"AMB-gated. Caspian Beluga/Osetra/Sevruga. Iranian + Russian historic origin. Modern farmed (FR Sturia, US Sterling)."
foods,food-truffles,Truffels,Truffles,yes,country_specific,,,IT|FR|ES|HR|US,,"AMB-gated. White (IT Alba/Acqualagna — November-December), Black (FR Périgord/Provence + IT Norcia/Spoleto — winter, Italian summer). Sotheby-Christie's auction-prices."
foods,food-foie-gras,Foie Gras (gevoelig),Foie Gras (sensitive),yes,country_specific,,,FR|HU|BE|ES,,"AMB-gated. **Ethisch-gevoelig**: FR-protected tradition (gavage), banned in some jurisdictions (CA-CA, India). HU large producer. Cortéa: surface only in cultural-elite context with ethical-awareness."
foods,food-game-meat-wildbraad,Wildbraad / Game Meat,Game Meat / Wildbraad,yes,cluster_dependent,E1_NW_EUROPE_ARISTOCRATIC|E2_ANGLOSPHERE_OLD_MONEY,,GB|FR|DE|AT|BE|IT|ES|NZ|US,,"AMB-gated. Hunting-season cuisine: pheasant, partridge, woodcock, venison, hare. Country-estate tradition. NZ/US wild boar."
foods,food-seafood-crustacea,Schaal- en Schelpdieren (Plateau de fruits de mer),Seafood & Crustacea (Plateau),no,cluster_dependent,E1_NW_EUROPE_ARISTOCRATIC|E4_MEDITERRANEAN_ARISTOCRATIC|E2_ANGLOSPHERE_OLD_MONEY,,FR|BE|NL|ES|PT|IT|GR|GB|US|JP,,"Oyster culture (FR Cancale/Marennes, BE Zeebrugge, GB Whitstable), lobster (US Maine), Mediterranean prawns, Japanese uni."
foods,food-haute-patisserie-desserts,Patisserie & Desserts (consumer),Patisserie & Desserts (consumer),no,cluster_dependent,E1_NW_EUROPE_ARISTOCRATIC,,FR|AT|BE|IT|JP,,"Consumer-appreciation: Sachertorte (AT), tarte tatin (FR), Mille-feuille, gelato (IT), wagashi (JP)."
foods,food-bakery-bread,Brood & Bakkerij,Bakery & Bread,no,cluster_dependent,E1_NW_EUROPE_ARISTOCRATIC|E4_MEDITERRANEAN_ARISTOCRATIC,,FR|IT|DE|AT|BE|ES,,"Artisanal bread: FR baguette tradition, IT focaccia/pane, DE Vollkornbrot, Vienna pastry-origin. Sourdough revival global."
foods,food-olive-oil,Olijfolie,Olive Oil,no,cluster_dependent,E4_MEDITERRANEAN_ARISTOCRATIC|E6_LEVANT_MAGHREB,,IT|ES|GR|PT|FR|TN|MA|LB|SY|TR,,"Mediterranean liquid-gold. DOP/PDO single-estate (Tuscany, Andalusia, Crete, Provence). Levantine + Maghrebi traditions strong."
foods,food-saffron-spices,Saffraan & Specerijen (premium),Saffron & Premium Spices,yes,country_specific,,,IR|ES|IN|MA|GR,,"AMB-gated. Iranian/Spanish/Kashmir saffron + premium spices (vanilla Madagascar, cardamom). Highest-price-per-gram food."
foods,food-bbq-asado-grill,BBQ / Asado / Grill,BBQ / Asado / Grill,no,cluster_dependent,E10_LATIN_AMERICA_CRIOLLO|E2_ANGLOSPHERE_OLD_MONEY,,AR|UY|BR|US|ZA|AU|KR|JP,,"Argentine asado/parrilla, American BBQ regional (Texas/Carolina/Kansas), South African braai, Korean BBQ, Japanese yakiniku."
foods,food-sushi-sashimi-raw,Sushi & Sashimi (raw fish),Sushi & Sashimi,no,universal,,,,,Universal modern. JP-origin omakase. Sustainable-fish concerns increasing.
foods,food-honey-culture,Honingcultuur,Honey Culture,no,cluster_dependent,E4_MEDITERRANEAN_ARISTOCRATIC|E14_VATICAN_RELIGIOUS,,GR|IT|FR|ES|TR|YE,,"Single-origin honey: GR Crete thyme, FR lavender, IT chestnut, Yemeni Sidr (highest-price). Mediterranean tradition."
food_philosophy,food-phil-home-cooking,Thuiskoken,Home Cooking,no,universal,,,,,Universal — home-cooking as lifestyle choice (vs delivery/restaurant).
food_philosophy,food-phil-organic-local,Biologisch & Lokaal,Organic & Local,no,cluster_dependent,E1_NW_EUROPE_ARISTOCRATIC|E2_ANGLOSPHERE_OLD_MONEY|E3_NORDIC_MONARCHIES,,DE|AT|CH|US|GB|FR|BE|NL|SE|DK|NO,,Sustainable-food movement. Strongest in NW Europe + Anglo + Nordic conscious-consumer.
food_philosophy,food-phil-farmers-market,Boerenmarkt-cultuur,Farmers Market Culture,no,universal,,,,,Universal modern: weekly markt-shopping ritual. Mid-class to elite.
food_philosophy,food-phil-world-cuisine-curiosity,Wereldkeuken-nieuwsgierigheid,World Cuisine Curiosity,no,universal,,,,,Universal — appreciation across cuisines. Cosmopolitan-elite + traveling mid-class.
food_philosophy,food-phil-restaurant-culture,Restaurantcultuur,Restaurant Culture,no,universal,,,,,Universal — going-out culture vs home-meals.
food_philosophy,food-phil-food-travel,Voedselreizen,Food Travel,no,universal,,,,,"Universal — destination-restaurants, food-tourism. Michelin tours, regional culinary trips."
food_philosophy,food-phil-plant-based-vegan,Plant-based & Veganistisch,Plant-based & Vegan,no,cluster_dependent,E2_ANGLOSPHERE_OLD_MONEY|E1_NW_EUROPE_ARISTOCRATIC|E3_NORDIC_MONARCHIES,,US|GB|DE|AT|CH|SE|DK|NO|BE|NL|IL,,Modern plant-based movement strongest in Anglo + NW Europe + Nordic + IL (Tel Aviv vegan-capital).
food_philosophy,food-phil-vegetarian,Vegetarisch (traditioneel),Vegetarian (traditional),no,cluster_dependent,E9_SOUTH_ASIA,,IN|NP|BD|LK,,South Asian traditional vegetarianism (Hindu/Jain/Buddhist). 30-40% IN vegetarian. Cultural-religious depth.
food_philosophy,food-phil-pescatarian,Pescatarisch,Pescatarian,no,universal,,,,,Universal modern — fish-only no meat.
food_philosophy,food-phil-mediterranean-diet,Mediterraan dieet,Mediterranean Diet,no,cluster_dependent,E4_MEDITERRANEAN_ARISTOCRATIC,,IT|GR|ES|PT|FR|CY|MA|TN,,UNESCO Intangible Heritage. Olive oil-fish-vegetable-grain pattern. Health-context globally adopted.
food_philosophy,food-phil-religious-dietary,Religieus dieet (Kosher/Halal/Hindu),Religious Dietary (Kosher/Halal/Hindu),no,cluster_dependent,E5_GULF_ROYAL|E6_LEVANT_MAGHREB|E9_SOUTH_ASIA|E14_VATICAN_RELIGIOUS,,IL|SA|AE|QA|KW|IN|PK|BD|MA|EG|JO,,"Kosher (IL + diaspora), Halal (Muslim countries), Hindu vegetarian, Jain strict. Religious-dietary discipline."
food_philosophy,food-phil-slow-food,Slow Food (lifestyle),Slow Food (lifestyle),no,cluster_dependent,E4_MEDITERRANEAN_ARISTOCRATIC|E1_NW_EUROPE_ARISTOCRATIC,,IT|FR|ES|BE|CH|AT,,Slow food als lifestyle (vs technique). IT-origin movement adopted in Continental Europe.
cultural_interests,cultural-music-classical,Klassieke muziek,Classical Music,no,cluster_dependent,E1_NW_EUROPE_ARISTOCRATIC|E2_ANGLOSPHERE_OLD_MONEY|E4_MEDITERRANEAN_ARISTOCRATIC|E13_CEE_POST_SOVIET|E3_NORDIC_MONARCHIES,,AT|DE|GB|FR|IT|RU|US|JP|CZ|HU|PL|NL|BE|CH,,"Continental + Anglo + post-Soviet tradition. Wiener Philharmoniker, Berliner Phil, Concertgebouw, La Scala, Bayreuth."
cultural_interests,cultural-music-opera,Opera,Opera,yes,cluster_dependent,E1_NW_EUROPE_ARISTOCRATIC|E4_MEDITERRANEAN_ARISTOCRATIC|E13_CEE_POST_SOVIET,,IT|AT|FR|DE|GB|RU|US|CZ|HU,,"AMB-gated. IT origin (La Scala, La Fenice, San Carlo), AT Wienerische, FR Garnier/Bastille, GB ROH, RU Bolshoi/Mariinsky, US Met."
cultural_interests,cultural-music-jazz,Jazzmuziek,Jazz Music,no,cluster_dependent,E2_ANGLOSPHERE_OLD_MONEY|E1_NW_EUROPE_ARISTOCRATIC,,US|FR|GB|NL|BE|DE|JP,,"US-origin (New Orleans/Chicago/NY). Strong European jazz: FR Paris, NL North Sea Jazz, BE Brussels. JP refined-appreciation."
cultural_interests,cultural-music-world,Wereldmuziek,World Music,no,universal,,,,,"Universal — cross-cultural music appreciation. Festival-circuit (WOMAD, Roskilde)."
cultural_interests,cultural-music-electronic,Elektronische muziek,Electronic Music,no,cluster_dependent,E1_NW_EUROPE_ARISTOCRATIC|E2_ANGLOSPHERE_OLD_MONEY|E3_NORDIC_MONARCHIES,,DE|NL|BE|GB|US|IT|ES|FR,,"Berlin techno-capital, NL Amsterdam Dance Event, BE Tomorrowland, GB underground-scene. Younger-elite + UHNW DJ-patronage."
cultural_interests,cultural-music-hip-hop,Hip-Hop / Rap,Hip-Hop / Rap,no,cluster_dependent,E2_ANGLOSPHERE_OLD_MONEY,,US|FR|GB|DE|KR|JP,,US-origin. FR rap second-largest. KR-pop crossover (BTS-era). Younger-elite cross-cultural fluency.
cultural_interests,cultural-music-religious-sacred,Religieuze & Sacrale muziek,Religious / Sacred Music,no,cluster_dependent,E14_VATICAN_RELIGIOUS|E5_GULF_ROYAL|E9_SOUTH_ASIA,,VA|IT|GB|GR|RU|SA|IR|PK|IN|ET,,"Gregoriaans (VA Catholic), Byzantijnse koor (Orthodox), Qawwali Sufi (Pakistan/India), Quran recitation (Gulf), Hindu bhajan, Ethiopian Christian liturgical."
cultural_interests,cultural-music-folk-traditional,Volksmuziek & Traditioneel,Folk & Traditional Music,no,universal,,,,,Universal — local/regional folk traditions. Country-specific tradition-depth varies.
cultural_interests,cultural-art-contemporary,Hedendaagse kunst,Contemporary Art,yes,cluster_dependent,E1_NW_EUROPE_ARISTOCRATIC|E2_ANGLOSPHERE_OLD_MONEY|E5_GULF_ROYAL|E7_EAST_ASIAN_CONFUCIAN,,GB|US|FR|DE|CH|IT|AE|HK|JP|KR,,"AMB-gated. Art market: Art Basel (CH/HK/Miami), Frieze (GB/US), Maastricht TEFAF. AE Sharjah Biennial. HK/AE rising buyer-bases."
cultural_interests,cultural-art-old-masters,Oude Meesters (Schilderkunst klassiek),Old Masters Painting,yes,cluster_dependent,E1_NW_EUROPE_ARISTOCRATIC|E4_MEDITERRANEAN_ARISTOCRATIC|E2_ANGLOSPHERE_OLD_MONEY,,IT|NL|BE|ES|FR|GB|AT|DE|US|RU,,"AMB-gated. Italian Renaissance, Dutch Golden Age (Rembrandt/Vermeer), Flemish (Van Eyck/Rubens), Spanish (Velázquez/Goya), French Classical. Connoisseurship + collecting tradition."
cultural_interests,cultural-art-sculpture,Beeldhouwkunst,Sculpture,no,cluster_dependent,E1_NW_EUROPE_ARISTOCRATIC|E4_MEDITERRANEAN_ARISTOCRATIC,,IT|FR|GR|DE|GB,,"Classical-Renaissance-Modern tradition. Carrara marble (IT), Rodin (FR), Henry Moore (GB)."
cultural_interests,cultural-art-photography,Fotografie,Photography,no,universal,,,,,Universal. Both art-photography appreciation and personal practice.
cultural_interests,cultural-art-calligraphy,Calligrafie,Calligraphy,no,cluster_dependent,E7_EAST_ASIAN_CONFUCIAN|E5_GULF_ROYAL|E6_LEVANT_MAGHREB,,JP|CN|KR|TW|SA|AE|IR|MA|TR|EG,,"JP shodō (way-of-writing), CN shūfǎ, KR seoye. Islamic calligraphy (Arabic/Persian/Ottoman). Cultural-depth not Western-tradition."
cultural_interests,cultural-art-ceramics-pottery,Keramiek & Pottenbakkerij,Ceramics & Pottery,no,cluster_dependent,E7_EAST_ASIAN_CONFUCIAN|E1_NW_EUROPE_ARISTOCRATIC|E4_MEDITERRANEAN_ARISTOCRATIC,,JP|CN|KR|GB|IT|FR|DE|NL|PT,,"JP raku/Bizen/Mashiko, CN imperial porcelain (Jingdezhen), KR celadon. European: Meissen (DE), Sèvres (FR), Delft (NL), Wedgwood (GB)."
cultural_interests,cultural-art-street,Straatkunst,Street Art,no,cluster_dependent,E1_NW_EUROPE_ARISTOCRATIC|E2_ANGLOSPHERE_OLD_MONEY,,GB|US|FR|DE|BE|NL|IT|BR,,Banksy-tradition. BE/NL street-art legitimization. Berlin Mauer-art legacy. BR São Paulo+Rio strong.
cultural_interests,cultural-theatre,Theater,Theatre,no,cluster_dependent,E1_NW_EUROPE_ARISTOCRATIC|E2_ANGLOSPHERE_OLD_MONEY|E4_MEDITERRANEAN_ARISTOCRATIC,,GB|FR|DE|US|IT|RU|NL|BE|JP,,"GB West End, FR Comédie-Française, DE Berliner Ensemble, US Broadway, RU MXAT. JP Kabuki/Noh culturally-distinct."
cultural_interests,cultural-dance-ballet,Ballet (klassiek),Ballet (classical),yes,cluster_dependent,E13_CEE_POST_SOVIET|E1_NW_EUROPE_ARISTOCRATIC|E2_ANGLOSPHERE_OLD_MONEY,,RU|FR|GB|US|IT|DE|DK,,"AMB-gated. RU Bolshoi/Mariinsky academic-tradition, FR Paris Opera (origin), GB Royal Ballet, DK Royal Danish. US ABT/NYC Ballet."
cultural_interests,cultural-dance-contemporary,Hedendaagse dans,Contemporary Dance,no,cluster_dependent,E1_NW_EUROPE_ARISTOCRATIC|E2_ANGLOSPHERE_OLD_MONEY,,BE|NL|DE|FR|GB|US,,"BE-NL strong (Anne Teresa De Keersmaeker, NDT), Pina Bausch (DE), Cunningham (US). Modern + post-modern."
cultural_interests,cultural-dance-tango-salsa-world,Wereldse dans (Tango/Salsa/Kathak),World Dance (Tango/Salsa/Kathak),no,country_specific,,,AR|UY|CU|CO|IN|ES,,"Argentine tango (Buenos Aires milongas — UHNW + middle-class), Cuban son/salsa, Indian classical (Kathak/Bharatanatyam), Spanish flamenco."
cultural_interests,cultural-literature-classical,Klassieke literatuur,Classical Literature,no,cluster_dependent,E1_NW_EUROPE_ARISTOCRATIC|E4_MEDITERRANEAN_ARISTOCRATIC|E2_ANGLOSPHERE_OLD_MONEY,,GB|FR|DE|IT|GR|RU|US|JP,,"Western canon (Greek/Roman/Shakespeare/Goethe/Dante), Russian (Tolstoy/Dostoevsky), Japanese (Tale of Genji). Liberal-arts elite tradition."
cultural_interests,cultural-literature-modern,Moderne literatuur,Modern Literature,no,universal,,,,,Universal — modern fiction across languages. Nobel/Booker/Goncourt prizes.
cultural_interests,cultural-literature-poetry,Poëzie,Poetry,no,cluster_dependent,E1_NW_EUROPE_ARISTOCRATIC|E5_GULF_ROYAL|E9_SOUTH_ASIA|E7_EAST_ASIAN_CONFUCIAN,,FR|GB|DE|RU|IT|IR|SA|JP|CN|IN,,"Arab poetry tradition (cultural-prestige Gulf+Levant), Persian (Hafiz/Rumi), Japanese haiku/waka, Chinese classical, European canon."
cultural_interests,cultural-philosophy,Filosofie,Philosophy,no,cluster_dependent,E1_NW_EUROPE_ARISTOCRATIC|E2_ANGLOSPHERE_OLD_MONEY,,FR|DE|GB|US|AT|CH|GR|IT|JP|IN,,"Continental + Analytic + Eastern philosophical traditions. FR-DE Continental school. GB-US Analytic. Asian: Indian darshanas, Chinese Confucian/Daoist, Japanese."
cultural_interests,cultural-history,Geschiedenis,History,no,universal,,,,,Universal — historical-study interest cross-cultural.
cultural_interests,cultural-cinema-arthouse,Arthouse cinema,Arthouse Cinema,no,cluster_dependent,E1_NW_EUROPE_ARISTOCRATIC|E2_ANGLOSPHERE_OLD_MONEY,,FR|IT|DE|JP|KR|US|GB|SE|DK,,"Cannes/Venice/Berlin festival circuit. Auteur tradition: Bergman, Tarkovsky, Kurosawa, Antonioni, Bong Joon-ho."
cultural_interests,cultural-cinema-mainstream,Cinema (mainstream),Cinema (mainstream),no,universal,,,,,"Universal — Hollywood, Bollywood, Asian cinema mass-market."
cultural_interests,cultural-documentary,Documentaires,Documentaries,no,universal,,,,,Universal modern — documentary as cultural practice.
cultural_interests,cultural-architecture-design,Architectuur & Design,Architecture & Design,no,cluster_dependent,E1_NW_EUROPE_ARISTOCRATIC|E2_ANGLOSPHERE_OLD_MONEY|E7_EAST_ASIAN_CONFUCIAN,,IT|FR|DE|NL|BE|GB|US|JP|CH|AT|DK|SE,,"Continental Europe + Anglo + JP modernist tradition. Bauhaus, De Stijl, Italian design (Castiglioni), JP (Ando, SANAA)."
cultural_interests,cultural-garden-landscape,Tuinkunst & Landschapsarchitectuur,Garden & Landscape Architecture,yes,cluster_dependent,E1_NW_EUROPE_ARISTOCRATIC|E2_ANGLOSPHERE_OLD_MONEY|E7_EAST_ASIAN_CONFUCIAN,,GB|FR|IT|JP|CN|NL|BE|DE|US,,"AMB-gated. GB English landscape (Capability Brown), FR formal (Versailles/Le Nôtre), IT Renaissance, JP karesansui zen-gardens + tea-garden, CN classical (Suzhou). Estate-context."
cultural_interests,cultural-interior-design,Interieurontwerp,Interior Design,no,universal,,,,,Universal-modern interest. Cross-cultural design-trends.
cultural_interests,cultural-heritage-museums,Erfgoed & Musea,Heritage & Museums,no,universal,,,,,Universal — museum visits + heritage-site interest.
cultural_interests,cultural-folklore-traditions,Folklore & Tradities,Folklore & Traditions,no,universal,,,,,Universal — local-cultural traditions across countries.
cultural_interests,cultural-comics-bd,Stripverhalen & Bande Dessinée,Comics & Bande Dessinée,no,country_specific,,,BE|FR|JP|US|IT,,"BE-FR Franco-Belgian (Hergé, Goscinny — 9th-art status), JP manga, US comic-book tradition, IT fumetti."
cultural_interests,cultural-gastronomic-culture,Gastronomische cultuur,Gastronomic Culture,no,universal,,,,,Universal — food-as-culture (overlap with Iter 5/6 but here as anthropological interest).
cultural_interests,cultural-collecting-fine-art,Verzamelen van schone kunsten,Fine Art Collecting,yes,cluster_dependent,E1_NW_EUROPE_ARISTOCRATIC|E2_ANGLOSPHERE_OLD_MONEY|E5_GULF_ROYAL|E7_EAST_ASIAN_CONFUCIAN,,GB|US|CH|FR|DE|IT|HK|AE|JP|SG,,AMB-gated. Christie's/Sotheby's auction-context. UHNW collecting. Emerging Asian (HK/SG) + Gulf (AE Sharjah-Sharjah/Abu Dhabi Louvre) buyers.
cultural_interests,cultural-collecting-antiques,Antieken verzamelen,Antiques Collecting,yes,cluster_dependent,E1_NW_EUROPE_ARISTOCRATIC|E2_ANGLOSPHERE_OLD_MONEY,,GB|FR|IT|BE|NL|DE|AT|US|CH,,"AMB-gated. Furniture/silver/clocks/porcelain. TEFAF Maastricht, Olympia London, Paris Biennale. Distinct from Fine Art collecting."
cultural_interests,cultural-collecting-rare-books,Zeldzame boeken & Eerste edities,Rare Books & First Editions,yes,cluster_dependent,E2_ANGLOSPHERE_OLD_MONEY|E1_NW_EUROPE_ARISTOCRATIC,,GB|US|FR|IT|NL|BE|DE,,"AMB-gated. Bibliophilic-elite: Maggs Bros (GB), Heritage Auctions (US), Pierre Bergé (FR). Incunabula + first-edition culture."
social_circles,social-family-dinner,Familiediner,Family Dinner,no,universal,,,,,Universal — family-gathering routine.
social_circles,social-neighborhood,Buurtkring,Neighborhood Circle,no,universal,,,,,Universal — geographic-local community.
social_circles,social-corporate-networking,Bedrijfsnetwerking,Corporate Networking,no,universal,,,,,Universal — professional network-events.
social_circles,social-charity-gala,Gala voor liefdadigheid,Charity Gala,yes,cluster_dependent,E2_ANGLOSPHERE_OLD_MONEY|E1_NW_EUROPE_ARISTOCRATIC|E5_GULF_ROYAL,,US|GB|FR|BE|NL|DE|CH|MC|AE|SA|HK|SG,,"AMB-gated. UHNW philanthropic-social: amfAR, Met Gala, Cannes amfAR, Crillon Ball, Bal de la Rose Monaco."
social_circles,social-academic-conference,Academische conferentie,Academic Conference,no,cluster_dependent,E1_NW_EUROPE_ARISTOCRATIC|E2_ANGLOSPHERE_OLD_MONEY|E7_EAST_ASIAN_CONFUCIAN,,GB|US|DE|CH|FR|BE|NL|JP|SG|HK,,"Academic-elite sphere: TED, Davos academics, Oxbridge/Ivy League conferences."
