category,tag_id,label_nl,label_en,elite_gated,relevance_scope,relevance_clusters_high,relevance_clusters_low,relevance_countries_high,exclude_countries,notes
social_circles,social-private-members-club,Privéclub voor leden,Private Members Club,yes,cluster_dependent,E2_ANGLOSPHERE_OLD_MONEY|E1_NW_EUROPE_ARISTOCRATIC,,GB|US|FR|BE|NL|DE|CH|IT|HK|SG,,"AMB-gated. Annabel's, 5 Hertford St (GB); Brook Club (US); Cercle de l'Union Interalliée (FR); Cercle Royal Gaulois (BE); Soho House (modern)."
social_circles,social-golf-club,Golfclub,Golf Club,yes,cluster_dependent,E2_ANGLOSPHERE_OLD_MONEY|E1_NW_EUROPE_ARISTOCRATIC,,GB|US|JP|FR|BE|NL|DE|CH|ES|IE|ZA|AE,,"AMB-gated. Royal & Ancient (GB), Augusta National (US), Royal Antwerp (BE), Hirono (JP)."
social_circles,social-wine-society,Wijngenootschap,Wine Society,yes,cluster_dependent,E1_NW_EUROPE_ARISTOCRATIC|E4_MEDITERRANEAN_ARISTOCRATIC|E2_ANGLOSPHERE_OLD_MONEY,,FR|IT|ES|PT|DE|AT|GB|US|BE|CH,,"AMB-gated. Confrérie des Chevaliers du Tastevin (Burgundy), Jurade de Saint-Émilion, etc."
social_circles,social-book-club,Boekenclub,Book Club,no,universal,,,,,Universal — literary discussion-circle.
social_circles,social-alumni-network,Alumninetwerk,Alumni Network,no,cluster_dependent,E1_NW_EUROPE_ARISTOCRATIC|E2_ANGLOSPHERE_OLD_MONEY|E7_EAST_ASIAN_CONFUCIAN,,GB|US|FR|DE|JP|KR|SG|HK|IN|CH|BE|NL,,Strongest in elite-school traditions: Oxbridge/Ivy/Grandes Écoles/Tsinghua-Peking/Tokyo Univ alumni networks. Multi-generational continuity.
social_circles,social-diplomatic-reception,Diplomatieke receptie,Diplomatic Reception,yes,country_specific,,,BE|CH|GB|FR|DE|US|NL|AT|IT|VA|JP|RU|CN|IN|SA|AE,,"AMB-gated. Capital-city + diplomatic-hub specific. BE Brussels EU/NATO, CH Geneva UN, VA Holy See."
social_circles,social-volunteer-group,Vrijwilligersgroep,Volunteer Group,no,universal,,,,,Universal — civic-volunteer participation.
social_circles,social-professional-association,Beroepsvereniging,Professional Association,no,universal,,,,,Universal — professional-body networking.
social_circles,social-cultural-salon,Culturele salon,Cultural Salon,yes,cluster_dependent,E1_NW_EUROPE_ARISTOCRATIC|E4_MEDITERRANEAN_ARISTOCRATIC|E2_ANGLOSPHERE_OLD_MONEY,,FR|IT|BE|GB|US|RU|AT,,"AMB-gated. Continental tradition (Parisian salons, Belgian salon culture), modern revivals."
social_circles,social-sports-club,Sportclub,Sports Club,no,universal,,,,,Universal — sport-as-community.
social_circles,social-yacht-club,Yacht Club,Yacht Club,yes,cluster_dependent,E1_NW_EUROPE_ARISTOCRATIC|E2_ANGLOSPHERE_OLD_MONEY|E4_MEDITERRANEAN_ARISTOCRATIC,,GB|MC|FR|IT|ES|NL|BE|US|AU|NZ|SE|DK|TR|GR|HK,,"AMB-gated. Royal Yacht Squadron (GB Cowes), Yacht Club de Monaco, Yacht Club Costa Smeralda (IT), Royal Belgian Sailing Club. Distinct from Golf Club social-context."
social_circles,social-hunt-club,Hunt Club / Sporting Estate,Hunt Club / Sporting Estate,yes,country_specific,,,GB|IE|US|FR|DE|AT|BE|HU|ES,,"AMB-gated. Country-estate weekend tradition: shoot organisation, hunt-following. UK/IE foxhunt continuation post-2004 ban (drag-hunt). FR battue, DE Jagd."
social_circles,social-polo-club,Polo Club,Polo Club,yes,country_specific,,,GB|AR|US|IN|AE|ES|BR|FR,,"AMB-gated. Hurlingham Club (GB Open), Argentine Polo Association (Palermo Open), US Polo Association, Indian Maharaja heritage continuation."
social_circles,social-bridge-club,Bridge Club / Cardplay,Bridge Club / Cardplay,yes,cluster_dependent,E2_ANGLOSPHERE_OLD_MONEY|E1_NW_EUROPE_ARISTOCRATIC|E13_CEE_POST_SOVIET,,GB|US|FR|NL|BE|DE|RU|PL|IT,,"AMB-gated. Duplicate bridge tournaments, Bermuda Bowl. Intellectual-elite card-circle (Buffett/Gates known)."
social_circles,social-royal-court-appearance,Hofappel / Royal Court,Royal Court Appearance,yes,country_specific,,,GB|BE|NL|ES|DK|SE|NO|JP|MC|LI|LU|MA|JO|SA|BT|TH|KH|MY|BN,,"AMB-gated. Buckingham Palace garden party, court-presentation traditions. Tier A active monarchies only."
social_circles,social-order-ceremonies,Order-ceremoniën (Garter/Bath/Toison d'Or),Order Ceremonies,yes,country_specific,,,GB|BE|NL|ES|DK|SE|NO|FR|JP|MC|VA|MA|JO|SA,,"AMB-gated. Order of the Garter (GB), Order of the Bath (GB), Toison d'Or (Habsburg-ES/AT), Légion d'honneur (FR), Order of Leopold (BE). Investiture ceremonies."
social_circles,social-family-office-investment,Family Office / Investment Circle,Family Office / Investment Circle,yes,cluster_dependent,E2_ANGLOSPHERE_OLD_MONEY|E5_GULF_ROYAL|E7_EAST_ASIAN_CONFUCIAN|E1_NW_EUROPE_ARISTOCRATIC,,CH|US|GB|SG|HK|LU|MC|AE|SA|JP|DE|BE|NL,,"AMB-gated. UHNW family-office circuit: Geneva, Zurich, Liechtenstein, Luxembourg, Singapore, Hong Kong, Monaco hubs."
social_circles,social-hunting-estate-weekend,Jacht-estate weekend,Hunting Estate Weekend,yes,cluster_dependent,E2_ANGLOSPHERE_OLD_MONEY|E1_NW_EUROPE_ARISTOCRATIC,,GB|IE|FR|DE|AT|BE|HU|ZA|TZ,,"AMB-gated. Multi-day country-estate hosting: Scottish Highlands, French Sologne, German Jagdhaus, Belgian Ardennes. African safari (ZA/TZ Conservancies)."
social_circles,social-wine-cellar-tasting-weekend,Wijnkelder-degustatieweekend,Wine Cellar Tasting Weekend,yes,cluster_dependent,E1_NW_EUROPE_ARISTOCRATIC|E4_MEDITERRANEAN_ARISTOCRATIC,,FR|IT|ES|PT|CH|DE|AT|BE,,"AMB-gated. Private château/villa multi-day tastings: Bordeaux Grand Cru weekends, Burgundy en primeur, Tuscany Brunello, Rioja. Informal vs Wine Society formal-circle."
social_circles,social-boardroom-dinner,Boardroom Diner / Executive Hosting,Boardroom Dinner / Executive Hosting,yes,universal,,,,,AMB-gated. Executive-hosting at corporate boardrooms or private dining rooms. Universal in Tier A/B/C business centres.
social_circles,social-wedding-celebration,Bruiloft / Huwelijksfeest,Wedding Celebration,no,universal,,,,,Universal — variants per culture/religion. Multi-day traditions in South Asia/Gulf/Mediterranean.
social_circles,social-funeral-memorial,Begrafenis & Herdenking,Funeral & Memorial,no,universal,,,,,Universal — variants per religious/cultural tradition. Specifics in religious-traditions category later.
social_circles,social-religious-life-passage,Religieuze levensovergang (Doop/Communie/Bar Mitzvah/Aqiqah),Religious Life-Passage,no,cluster_dependent,E14_VATICAN_RELIGIOUS|E5_GULF_ROYAL|E6_LEVANT_MAGHREB|E9_SOUTH_ASIA,,VA|IT|BE|FR|ES|PT|IE|PL|IL|SA|AE|MA|IN,,"Cluster-specific: Catholic doop/eerste communie/vormsel, Jewish Bar/Bat Mitzvah, Muslim Aqiqah/Bismillah, Hindu Upanayana, Buddhist novitiate."
social_circles,social-milestone-birthday,Milestone-verjaardag (40/50/60/70/80),Milestone Birthday,no,universal,,,,,Universal — decade-birthdays gain importance after 40. Cross-cultural celebration variants.
social_circles,social-religious-annual-celebration,Religieuze jaarviering (Kerst/Eid/Diwali/Lunar New Year),Religious Annual Celebration,no,cluster_dependent,E14_VATICAN_RELIGIOUS|E5_GULF_ROYAL|E9_SOUTH_ASIA|E7_EAST_ASIAN_CONFUCIAN,,,,"Cluster-specific: Christmas/Easter (Christian), Eid al-Fitr/Eid al-Adha (Muslim), Diwali/Holi (Hindu), Lunar New Year (Confucian-East Asia), Hanukkah/Passover (Jewish)."
social_circles,social-pilgrimage,Pelgrimstocht,Pilgrimage,no,country_specific,,,SA|VA|IT|ES|FR|IL|IN|NP|TH|JP|MX,,"Country-specific: Hajj (SA Mecca — Muslim obligation), Camino de Santiago (ES), Lourdes (FR), Holy Land (IL), Tirupati/Varanasi (IN), Lumbini (NP), Mount Kailash, Shikoku 88 (JP)."
social_circles,social-stadium-event,Sportevenement (stadium-toeschouwer),Stadium Sporting Event,no,cluster_dependent,E2_ANGLOSPHERE_OLD_MONEY|E1_NW_EUROPE_ARISTOCRATIC|E5_GULF_ROYAL,,GB|FR|BE|IT|ES|DE|US|MC|AE|JP|AU|AR|BR,,"Spectator-event social context (apart from active sport): F1 Monaco GP, Ryder Cup, World Cup, Six Nations, Royal Ascot, Wimbledon (royal box). Hospitality-suite culture."
social_circles,social-festival-concert,Festival / Concert,Festival / Concert,no,universal,,,,,"Universal modern: music festivals (Glastonbury/Coachella/Tomorrowland), classical festivals (Salzburg/Bayreuth)."
social_circles,social-hospitality-restaurant-bar,Hospitality-locatie (Restaurant/Bar),Hospitality Venue (Restaurant/Bar),no,universal,,,,,"Universal modern: restaurant-bar-social as 3rd-place. Speakeasy revival, modern dining-room as social-arena."
travel_styles,travel-luxury,Luxe reizen,Luxury Travel,yes,universal,,,,,"AMB-gated. Five-star hotels, private touring, butler-service. Universal among UHNW."
travel_styles,travel-cultural-tourism,Cultuurtoerisme,Cultural Tourism,no,universal,,,,,"Universal — museums, heritage sites, festivals as travel-motivation."
travel_styles,travel-adventure,Avontuurlijk reizen,Adventure Travel,no,cluster_dependent,E2_ANGLOSPHERE_OLD_MONEY|E1_NW_EUROPE_ARISTOCRATIC|E3_NORDIC_MONARCHIES,,US|GB|CA|AU|NZ|CH|FR|DE|NO|SE,,"Trekking, climbing, polar expeditions, wildlife. Stronger in Anglo + Nordic + Alpine cultures."
travel_styles,travel-wellness-retreat,Wellness-retraite,Wellness Retreat,no,cluster_dependent,E2_ANGLOSPHERE_OLD_MONEY|E9_SOUTH_ASIA|E8_SE_ASIA_NON_CONFUCIAN,,US|GB|TH|IN|ID|MA|AT|CH|IT|MX|CR,,"Spa-retreats, ayurveda (IN), yoga retreats, thermal-baths (AT/IT/HU). Tropical wellness (TH/ID Bali)."
travel_styles,travel-family,Gezinsreizen,Family Travel,no,universal,,,,,Universal — family-vacation with children.
travel_styles,travel-solo,Solo-reizen,Solo Travel,no,cluster_dependent,E2_ANGLOSPHERE_OLD_MONEY|E1_NW_EUROPE_ARISTOCRATIC|E3_NORDIC_MONARCHIES,,GB|US|AU|CA|NL|DE|SE|NO|JP,,Independent-individual travel. Stronger in individualist cultures + Japanese solo-travel tradition.
travel_styles,travel-eco-sustainable,Eco / Duurzaam reizen,Eco / Sustainable Travel,no,cluster_dependent,E3_NORDIC_MONARCHIES|E1_NW_EUROPE_ARISTOCRATIC|E2_ANGLOSPHERE_OLD_MONEY,,NO|SE|DK|FI|CH|DE|NL|GB|US|CR|NZ,,"Conscientious-traveler movement. Eco-lodges, carbon-conscious, low-impact."
travel_styles,travel-heritage-historical,Erfgoed & Historisch reizen,Heritage & Historical Travel,no,universal,,,,,"Universal — UNESCO sites, archaeological tours, history-focused itineraries."
travel_styles,travel-yacht-charter,Yachtcharter / Cruise,Yacht Charter / Cruise,yes,cluster_dependent,E4_MEDITERRANEAN_ARISTOCRATIC|E2_ANGLOSPHERE_OLD_MONEY|E5_GULF_ROYAL,,FR|IT|GR|ES|HR|TR|MC|BS|VG|AE|US|MV,,"AMB-gated. Mediterranean charter (FR/IT/GR/HR/TR), Caribbean (BS/VG), Maldives, Gulf coast. Distinct from cruise-line mass-tourism."
travel_styles,travel-safari,Safari,Safari,yes,country_specific,,,KE|TZ|ZA|BW|NA|ZM|ZW|RW|UG|IN,,"AMB-gated. East/South African safari (Maasai Mara, Serengeti, Okavango). Indian tiger-safari (Ranthambore, Bandhavgarh). Conservancies."
travel_styles,travel-private-jet,Privé-jet reizen,Private Jet Travel,yes,universal,,,,,AMB-gated. UHNW global travel-mode. NetJets/VistaJet membership context.
vehicle_preferences,vehicle-vintage-classic-cars,Vintage / Klassieke auto's,Vintage / Classic Cars,yes,cluster_dependent,E2_ANGLOSPHERE_OLD_MONEY|E1_NW_EUROPE_ARISTOCRATIC|E4_MEDITERRANEAN_ARISTOCRATIC,,GB|US|IT|FR|DE|MC|BE|CH|NL,,"AMB-gated. Collecting + concours d'élégance: Pebble Beach, Villa d'Este, Goodwood Revival, Salon Privé. Bonhams/RM Sotheby's auctions."
vehicle_preferences,vehicle-sports-supercar,Sportwagen / Supercar,Sports / Supercar,yes,universal,,,,,"AMB-gated. Ferrari, Lamborghini, McLaren, Aston Martin, Porsche 911. Universal UHNW."
vehicle_preferences,vehicle-luxury-sedan-coach,Luxe sedan (Rolls/Bentley),Luxury Sedan / Coach (Rolls-Royce/Bentley),yes,universal,,,,,"AMB-gated. Rolls-Royce Phantom/Ghost, Bentley Mulsanne/Flying Spur, Maybach. Chauffeur-driven."
vehicle_preferences,vehicle-luxury-suv,Luxe SUV (Range Rover/G-Class),Luxury SUV,no,universal,,,,,"Range Rover, Mercedes G-Class, Bentley Bentayga, Rolls-Royce Cullinan. Premium-mass overlap."
vehicle_preferences,vehicle-modern-ev-elite,Modern EV (Tesla/Porsche Taycan/Lucid),Modern EV (elite),no,cluster_dependent,E2_ANGLOSPHERE_OLD_MONEY|E1_NW_EUROPE_ARISTOCRATIC|E3_NORDIC_MONARCHIES|E7_EAST_ASIAN_CONFUCIAN,,US|NO|NL|GB|DE|CH|SE|DK|CN|HK,,"Tesla S/X, Porsche Taycan, Lucid Air. Strong in NW Europe + Nordic + Anglo + East Asian early-adopters. NO highest EV-penetration."
vehicle_preferences,vehicle-motorcycle,Motorfiets,Motorcycle,no,universal,,,,,"BMW, Harley-Davidson, Ducati, Triumph, Honda. Universal — BMW R-series Continental, Harley Anglo-American, Ducati Italian."
vehicle_preferences,vehicle-motor-yacht,Motorjacht,Motor Yacht,yes,cluster_dependent,E4_MEDITERRANEAN_ARISTOCRATIC|E2_ANGLOSPHERE_OLD_MONEY|E5_GULF_ROYAL,,MC|IT|FR|ES|GR|GB|US|AE|RU|HK,,"AMB-gated. Superyacht segment 30m+. Feadship, Lürssen, Benetti, Heesen. Med-charter ownership."
vehicle_preferences,vehicle-sailing-yacht,Zeiljacht,Sailing Yacht,yes,cluster_dependent,E1_NW_EUROPE_ARISTOCRATIC|E2_ANGLOSPHERE_OLD_MONEY|E3_NORDIC_MONARCHIES,,GB|NL|FR|IT|MC|US|AU|NZ|SE|DK|NO,,"AMB-gated. Wally, Swan, Oyster, Hallberg-Rassy. Cruising + racing variants."
vehicle_preferences,vehicle-private-jet,Privé-jet,Private Jet,yes,universal,,,,,"AMB-gated. Gulfstream G650/G700, Bombardier Global 7500, Dassault Falcon. Fractional (NetJets/VistaJet) or full ownership."
vehicle_preferences,vehicle-helicopter,Helikopter,Helicopter,yes,universal,,,,,"AMB-gated. Airbus H145/160, Bell, Leonardo AW139. UHNW commute + estate-access. Monaco/Paris/London hub."
residence_style,residence-pied-a-terre,Pied-à-terre (stadsappartement),Pied-à-terre,yes,country_specific,,,FR|GB|US|IT|MC|BE|NL|CH|HK|SG,,"AMB-gated. Secondary city-apartment for elite-cities: Paris 6e/7e/8e/16e, London Mayfair/Belgravia/Knightsbridge, NYC Upper East/Tribeca, Milan Brera, Hong Kong Peak."
residence_style,residence-country-estate-manor,Buitengoed / Manor,Country Estate / Manor,yes,cluster_dependent,E1_NW_EUROPE_ARISTOCRATIC|E2_ANGLOSPHERE_OLD_MONEY,,GB|FR|BE|NL|DE|IT|ES|US|IE|AT|CZ,,"AMB-gated. Country house tradition: GB manor, FR château, IT villa, BE kasteel, NL landgoed, DE Schloss. Multi-generational ancestral."
residence_style,residence-beach-villa,Strandvilla,Beach Villa,yes,cluster_dependent,E4_MEDITERRANEAN_ARISTOCRATIC|E2_ANGLOSPHERE_OLD_MONEY|E5_GULF_ROYAL,,FR|IT|ES|MC|PT|GR|HR|US|MX|BS|MV|TH|ID,,"AMB-gated. Mediterranean: Saint-Tropez, Capri, Marbella, Mykonos. Caribbean. Tropical Asia (Phuket, Bali)."
residence_style,residence-mountain-chalet,Berg-chalet,Mountain Chalet,yes,country_specific,,,CH|AT|FR|IT|US|CA,,"AMB-gated. Alpine chalet tradition: Gstaad, St. Moritz, Verbier, Zermatt, Klosters, Courchevel, Aspen, Whistler."
residence_style,residence-penthouse,Penthouse,Penthouse,yes,cluster_dependent,E2_ANGLOSPHERE_OLD_MONEY|E5_GULF_ROYAL|E7_EAST_ASIAN_CONFUCIAN,,US|GB|AE|HK|SG|JP|FR,,"AMB-gated. Skyline-residence: NYC, London, Dubai, Hong Kong, Singapore. Modern UHNW signature."
residence_style,residence-townhouse,Stadsherenhuis (Townhouse),Townhouse,yes,country_specific,,,GB|US|NL|BE|FR|DE|AT,,"AMB-gated. London townhouse (Mews/Belgravia), NYC Upper East side, Dutch grachtenpand, Belgian herenhuis."
residence_style,residence-hotel-particulier,Hôtel particulier (FR),Hôtel Particulier (FR),yes,country_specific,,,FR|BE,,AMB-gated. FR-specific: stand-alone urban mansion. Paris 7e/8e/16e/Marais. Belgian variant in Brussels Sablon-Louise.
residence_style,residence-palazzo,Palazzo (IT),Palazzo (IT),yes,country_specific,,,IT|VA,,AMB-gated. IT-specific: historic urban palace. Rome/Florence/Venice piano nobile traditions.
residence_style,residence-multi-residence-global,Multi-residence / Global Home,Multi-residence / Global Home,yes,universal,,,,,AMB-gated. UHNW global-lifestyle: 3+ properties across continents. Monaco/London/Aspen/Mauritius rotation patterns.
residence_style,residence-primary-modern,Moderne hoofdresidentie,Modern Primary Residence,no,universal,,,,,Universal — single primary-home modern context. Mid-class baseline.
education_tradition,education-boarding-school-uk,Boarding School (UK-elite),Boarding School (UK-elite),yes,country_specific,,,GB|IE|US|CA|AU|NZ|ZA|HK|SG,,"AMB-gated. UK boarding-school system (Eton, Harrow, Winchester, Westminster, Charterhouse, Marlborough). Anglo diaspora continuation."
education_tradition,education-ivy-league,Ivy League (US),Ivy League (US),yes,country_specific,,,US,,"AMB-gated. 8 schools: Harvard, Yale, Princeton, Columbia, Penn, Cornell, Brown, Dartmouth. Multi-generational alumni networks."
education_tradition,education-oxbridge,Oxbridge (Oxford & Cambridge),Oxbridge,yes,country_specific,,,GB,,"AMB-gated. Oxford + Cambridge colleges system. Continental + Anglo-elite tradition. Specific college affiliations (Christ Church, Trinity, King's)."
education_tradition,education-grandes-ecoles-fr,Grandes Écoles (FR),Grandes Écoles (FR),yes,country_specific,,,FR|BE|CH,,"AMB-gated. ENA (now INSP), HEC Paris, Polytechnique (X), Sciences Po, ENS Ulm, INSEAD. FR-elite formation pipeline."
education_tradition,education-russell-group,Russell Group (UK),Russell Group (UK),no,country_specific,,,GB,,"24 UK research-intensive universities (Oxbridge + Imperial, UCL, LSE, KCL, Manchester, etc.). Broader than Oxbridge."
education_tradition,education-continental-aristocratic,Continental Aristocratic Schools,Continental Aristocratic Schools,yes,cluster_dependent,E1_NW_EUROPE_ARISTOCRATIC|E4_MEDITERRANEAN_ARISTOCRATIC,,CH|GB|FR|DE|AT|IT|BE,,"AMB-gated. Le Rosey, Aiglon College, Institut Le Rosey (CH); Salem (DE); Theresianum (AT); Collegio Capranica (IT)."
education_tradition,education-asian-elite-universities,Aziatische elite-universiteiten,Asian Elite Universities,no,cluster_dependent,E7_EAST_ASIAN_CONFUCIAN,,JP|CN|KR|SG|HK|TW,,"Tokyo Univ, Kyoto Univ, Keio, Waseda (JP); Tsinghua, Peking, Fudan (CN); Seoul National, KAIST (KR); NUS, NTU (SG); HKU, CUHK (HK)."
education_tradition,education-indian-elite-iit-iim,Indiase elite (IIT/IIM/AIIMS),Indian Elite (IIT/IIM/AIIMS),no,country_specific,,,IN,,"Indian Institutes of Technology (IITs), Indian Institutes of Management (IIMs), AIIMS medical, IISc, Delhi University St. Stephen's."
education_tradition,education-modern-tech,Modern Tech (Stanford/MIT/ETH),Modern Tech (Stanford/MIT/ETH),no,country_specific,,,US|CH|GB|SG|IL,,"Stanford, MIT, Caltech (US); ETH Zürich, EPFL (CH); Imperial (GB); NUS Engineering (SG); Technion (IL). Tech/STEM-elite formation."
education_tradition,education-religious-academic,Religieus-academisch,Religious-Academic,no,cluster_dependent,E14_VATICAN_RELIGIOUS|E5_GULF_ROYAL,,VA|IT|GB|FR|US|IL|SA|EG,,"Pontifical universities (VA Gregoriana), Yeshiva universities (IL/US Orthodox), Al-Azhar (EG Sunni-authority), Qom seminaries (IR Shia)."
religious_tradition,religious-catholic,Katholiek (Rooms),Catholic (Roman),no,cluster_dependent,E14_VATICAN_RELIGIOUS|E4_MEDITERRANEAN_ARISTOCRATIC|E10_LATIN_AMERICA_CRIOLLO,,VA|IT|FR|ES|PT|IE|PL|BE|HR|HU|AT|PH|MX|BR|AR|CO|CL|PE,,Roman Catholic + Eastern Catholic. Latin Mass + Novus Ordo traditions. Vatican-centric. Major in LatAm + Iberian + IT + Irish + Polish.
religious_tradition,religious-anglican-episcopal,Anglicaans / Episcopaals,Anglican / Episcopal,no,country_specific,,,GB|US|CA|AU|NZ|ZA|NG|KE,,Church of England + Anglican Communion. US Episcopal Church. African Anglican (NG/KE strong).
religious_tradition,religious-orthodox-christian,Orthodox Christen,Orthodox Christian,no,cluster_dependent,E13_CEE_POST_SOVIET,,GR|RU|UA|RO|BG|RS|GE|AM|EG|ET|CY,,Eastern Orthodox (Greek/Russian/Romanian/Bulgarian/Serbian) + Oriental Orthodox (Coptic EG/Armenian/Ethiopian). Distinct liturgical traditions.
religious_tradition,religious-protestant,Protestant (algemeen),Protestant (general),no,cluster_dependent,E2_ANGLOSPHERE_OLD_MONEY|E3_NORDIC_MONARCHIES|E1_NW_EUROPE_ARISTOCRATIC,,US|GB|NL|DE|CH|SE|NO|DK|FI|ZA|KR,,"Lutheran (DE/Nordic), Calvinist (NL/CH), Methodist + Baptist + Pentecostal (US/Anglo + African + Korean). Korean Protestant 30%+ population."
religious_tradition,religious-islam-sunni,Soenni-Islam,Sunni Islam,no,cluster_dependent,E5_GULF_ROYAL|E6_LEVANT_MAGHREB|E8_SE_ASIA_NON_CONFUCIAN,,SA|AE|QA|KW|BH|OM|YE|JO|EG|MA|DZ|TN|TR|ID|MY|BN|PK|BD|NG|SN|ML|SO,,85-90% of Muslims globally. Four schools (Hanafi/Maliki/Shafi'i/Hanbali). Gulf Wahhabi/Salafi variants.
religious_tradition,religious-islam-shia,Sjia-Islam,Shia Islam,no,country_specific,,,IR|IQ|BH|AZ|LB|YE|SY,,"10-15% globally. Twelver (IR/IQ majority), Ismaili (Aga Khan-led globally), Bohra (IN trade-community), Zaidi (YE). Distinct theological-jurisprudential."
religious_tradition,religious-sufi-mystic-islam,Soefi (mystieke Islam),Sufi (mystic Islam),no,cluster_dependent,E9_SOUTH_ASIA|E6_LEVANT_MAGHREB|E5_GULF_ROYAL,,TR|IR|PK|IN|EG|MA|SY|SD,,"Tariqas (Naqshbandi/Qadiri/Mevlevi/Chishti). Whirling Dervishes (Mevlevi TR), Qawwali (Chishti South Asia). Cross-tradition mystical."
religious_tradition,religious-buddhist-mahayana,Boeddhist — Mahayana (Oost-Aziatisch),Buddhist — Mahayana,no,cluster_dependent,E7_EAST_ASIAN_CONFUCIAN,,CN|JP|KR|TW|VN|SG,,"Mahayana school: Chinese Chan, Japanese Zen + Pure Land, Korean Seon, Vietnamese. Larger temples + bodhisattva-tradition."
religious_tradition,religious-buddhist-theravada,Boeddhist — Theravada (Zuidoost-Aziatisch),Buddhist — Theravada,no,cluster_dependent,E8_SE_ASIA_NON_CONFUCIAN,,TH|MM|KH|LA|LK,,Theravada (Path of Elders): TH/MM/KH/LA + LK. Sangha-monk tradition strong. Ordination life-stage common.
religious_tradition,religious-buddhist-tibetan-vajrayana,Boeddhist — Tibetaans (Vajrayana),Buddhist — Tibetan Vajrayana,no,country_specific,,,BT|MN|NP|IN,,"Vajrayana: BT national religion, MN, Tibetan diaspora (IN Dharamsala — Dalai Lama). Tantric + lineage-tradition."
religious_tradition,religious-hindu,Hindoeïst,Hindu,no,cluster_dependent,E9_SOUTH_ASIA|E8_SE_ASIA_NON_CONFUCIAN,,IN|NP|MU|FJ|BT|ID,,1.2B globally. Vaishnava (Vishnu-focused) + Shaiva (Shiva) + Shakta (Devi) + Smarta. Sect + jati-context complex.
religious_tradition,religious-sikh,Sikh,Sikh,no,country_specific,,,IN|GB|CA|US,,"Punjabi-origin: monotheistic, 10 Gurus + Guru Granth Sahib. Strong diaspora Anglo (GB/CA/US). Khalsa identity (turban, kirpan, etc.)."
religious_tradition,religious-jewish,Joods (Orthodox/Conservatief/Reformed),Jewish (Orthodox/Conservative/Reform),no,country_specific,,,IL|US|FR|GB|AR|CA|RU|UA|HU|AU|BE,,"Branches: Haredi/Modern Orthodox, Conservative/Masorti, Reform/Progressive. IL/US largest, FR largest in Europe. Sephardi vs Ashkenazi traditions."
religious_tradition,religious-secular-non-religious,Secular / Niet-religieus,Secular / Non-religious,no,cluster_dependent,E3_NORDIC_MONARCHIES|E13_CEE_POST_SOVIET|E7_EAST_ASIAN_CONFUCIAN,,CZ|EE|SE|NO|DK|NL|CN|JP|VN|UY,,Strongest in Nordic + post-Soviet + East Asian Confucian (CN officially atheist). Distinct from atheist-militant.
